5_x,5_y,10_x,10_y,3_x,3_y,4_x,4_y,ts_10_3,ts_10_4,ts_10_5,ts_3_4,ts_3_5,ts_4_5,ts_mean
13.04443806344428,4.314735282898323,8.906750641929504,3.3408497406822897,12.422039428765943,6.05519763424079,13.346932032708573,1.65984130675678,4.441276814399602,4.747736317230501,4.2507540798661845,4.491612580619738,1.8484018115361194,2.67207122397475,3.7419754712711497
13.043831763820869,4.351898498928706,8.906750641929504,3.3408497406822897,12.422039428765943,6.05519763424079,13.32823772880117,1.6466059149528758,4.441276814399602,4.734977317833226,4.258833150131798,4.5007639691901975,1.8132439582935196,2.7202012274519323,3.7448827395500452
13.043419481028552,4.377169486231251,8.9258572217432,3.328814159781939,12.404250778727056,6.054633011465161,13.328031592649396,1.659241409158303,4.419197907930627,4.708143196790889,4.248925493531951,4.4914182982439605,1.7951101661157056,2.7327892502391635,3.7325973854753833
13.043019323393732,4.401697209034577,8.906750641929504,3.3408497406822897,12.385350338526496,6.054033099066307,13.327825457019271,1.6718769035633,4.4115779246633124,4.725608199127603,4.270142381276212,4.482360122832987,1.7784100728300125,2.7446372135336983,3.735455985710638
13.04261916525152,4.4262249316980125,8.9258572217432,3.328814159781939,12.385350338526496,6.054033099066307,13.30984279745644,1.6832045238929827,4.4039653600028705,4.682665971622611,4.260521012955555,4.467530496837151,1.7554947280853375,2.7560060644424684,3.7210306056576656
13.042413023403295,4.438860425243728,8.926051235685307,3.316921939253922,12.385350338526496,6.054033099066307,13.30963666159997,1.6958400181034785,4.41118213000635,4.673727396989714,4.2665185261205565,4.455126500782324,1.7437070104007395,2.756006064361784,3.7177112714435783
13.042206881959295,4.451495918936155,8.926051235685307,3.316921939253922,12.385556484095764,6.0413976070837885,13.327219175730452,1.7090401219642024,4.403514985596903,4.685676383922829,4.269659871667205,4.4335144077456645,1.7201677601295253,2.757226107149315,3.71162658603524
13.042206881959295,4.451495918936155,8.926051235685307,3.316921939253922,12.385556484095764,6.0413976070837885,13.327025165051628,1.7209323518620123,4.403514985596903,4.681426522976243,4.269659871667205,4.42185292595755,1.7201677601295253,2.745377724142223,3.7069999650782743
13.023512583608158,4.438260518265838,8.926051235685307,3.316921939253922,12.404456924488168,6.041997519533451,13.326819029144213,1.733567846112883,4.418749037242545,4.676939956447127,4.248127788391282,4.406054709478355,1.7190701784171936,2.72164605536826,3.6984312875574603
13.023912742048331,4.413732795770056,8.926051235685307,3.316921939253922,12.404650943543192,6.03010529153798,13.32661289298506,1.7462033403335413,4.411577929791145,4.672483260183085,4.24210596052285,4.38198924733412,1.7309376707908488,2.684649097554193,3.6872905276960393
13.005424583666692,4.387861902088619,8.926051235685307,3.316921939253922,12.404857088449251,6.017469799215483,13.3453193223944,1.7586954681703868,4.403981029156193,4.6859364226791325,4.217605874926821,4.36137914153834,1.7367507635495634,2.6510459389940966,3.6761165284740245
13.006224898359266,4.338806456814527,8.926051235685307,3.316921939253922,12.405063233966237,6.00483430720244,13.326212747146046,1.7707310645951404,4.396407326664953,4.663917618035137,4.20619365754934,4.333145127351385,1.7711702755534173,2.5879342038571895,3.659794701501903
12.970142108792745,4.3004787166869125,8.926257375538347,3.3042864548996724,12.40525725238082,5.9929420790667685,13.308424095965265,1.7701664545958675,4.3968521931531095,4.642941884295921,4.1647812377474,4.318280250513611,1.7842441352016958,2.552824875805955,3.6433207627862827
12.970954549205588,4.250680007490667,8.945157813925206,3.304886358024937,12.3863568134059,5.992342167467951,13.308217960931213,1.7828019489345437,4.366264911996973,4.6209344071073035,4.135403847408846,4.309298878793043,1.8371558431986281,2.4908168782131592,3.626645794452992
12.952660408033562,4.212916885892125,8.945157813925206,3.304886358024937,12.38656295849931,5.979706675316725,13.30802394972679,1.7946941786049948,4.358661847275841,4.616847554089847,4.109087061784401,4.285256113231424,1.855266148665525,2.4441939998297704,3.611552120812801
12.9356841978584,4.1625535593027205,8.945157813925206,3.304886358024937,12.38656295849931,5.979706675316725,13.30781781467807,1.807329672949276,4.358661847275841,4.612534911215717,4.081653322982563,4.272872612179976,1.898309664558096,2.3844418599783705,3.601412369698427
12.916783757617702,4.161953653408686,8.945157813925206,3.304886358024937,12.367662518559122,5.97910676345321,13.30781781467807,1.807329672949276,4.34338499675659,4.612534911215717,4.063050207101522,4.27640223478498,1.8983096587568944,2.3868727915696737,3.596759133364229
12.879888526547507,4.173424623366914,8.945157813925206,3.304886358024937,12.367868663882431,5.966471271467786,13.307611678555723,1.819965167151603,4.3357794932262745,4.608252886304571,4.029449652150582,4.251662005234966,1.8647199848849518,2.392011393537479,3.5803125692231377
12.841481348752954,4.20938802671299,8.945157813925206,3.304886358024937,12.350274034350411,5.954014420737065,13.307417668492262,1.8318573971174923,4.314243382941179,4.604250792304808,3.999932544020219,4.231820230557347,1.812458518269592,2.422756394835637,3.564243643821463
12.803979820049909,4.258022211057376,8.945157813925206,3.304886358024937,12.350274034350411,5.954014420737065,13.307417668492262,1.8318573971174923,4.314243382941179,4.604250792304808,3.974792476254345,4.231820230557347,1.7556305178685492,2.477846922560839,3.5597640537478448
12.74799013253286,4.280785502384075,8.945157813925206,3.304886358024937,12.33117957311766,5.96530673612069,13.307417668492262,1.8318573971174923,4.306156051737084,4.604250792304808,3.92605562663187,4.247168969674576,1.7353221111221802,2.5120127453407117,3.5551610494685377
12.710900886026948,4.304148699909332,8.945363953864236,3.292250873669811,12.349873869405958,5.978542140216611,13.307211531892657,1.844492891259768,4.336686354089665,4.5958369716064125,3.899128825549323,4.243448903052343,1.7128729957805682,2.530907561211258,3.553146935214928
