10_x,10_y,11_x,11_y,9_x,9_y,mean_x,mean_y,si_10,si_11,si_9,si_mean
11.25806995853883,5.587957958516349,19.580148520020128,9.650258091014289,23.84211797546757,8.464652485195247,18.226778818008842,7.900956178241962,7.34253797623885,2.211711267853703,5.6435615864241315,5.0659369435055615
11.276976904753283,5.6375761139934975,19.431145815390327,9.614675146086125,23.842120934108383,8.501832226848656,18.183414551417332,7.918027828976093,7.273193314605732,2.1060497206268223,5.688741996301448,5.022661677178
11.24028591302998,5.675149034077507,19.264356051431054,9.62910367639837,23.823220940295588,8.539214547551936,18.109287634918875,7.947822419342605,7.23520759698054,2.03982590241201,5.744456324805787,5.006496608066112
11.221381946676589,5.662710538314339,19.079776216281125,9.655620372745704,23.8232219464686,8.551855659783389,18.04146003647544,7.95672885694781,7.195553154357229,1.9910632515558968,5.812309927670845,4.999642111194657
11.22137998067926,5.638171962883714,18.894085446044294,9.694790084157882,23.786527977851375,8.552248900272769,17.96733113485831,7.961736982438121,7.1349009365699345,1.9652853753799449,5.849081656346167,4.983089322765349
11.240281921465934,5.625328289932179,18.67170365728677,9.771532735425904,23.730930048682797,8.540203607490442,17.880971875811834,7.979021544282841,7.045469111799893,1.9591715393521942,5.8768134165043655,4.960484689218817
11.258068945333818,5.575316874028321,18.430415964163963,9.811298248778556,23.67533117416034,8.516260798416175,17.787938694552707,7.96762530707435,6.954303601410216,1.9524105505603513,5.912900397546065,4.939871516505544
11.276968920684476,5.5379346251510695,18.208032226730168,9.863502283748966,23.600827332077877,8.467238344494655,17.69527615983084,7.956225084464897,6.85877515025,1.9750000250761899,5.927619184795409,4.9204647867072
11.27696695434562,5.513396049716359,18.04124736024626,9.93964911400263,23.5452284574146,8.443295536376294,17.621147590668826,7.965446900031761,6.801557271598234,2.0184048647500075,5.94332175092344,4.92109462909056
11.295866929073147,5.476013800760875,17.87446738750051,10.077514246277884,23.47183951337881,8.431440907594558,17.547391276650824,7.994989651544439,6.739940356203999,2.108053004541929,5.940503060227902,4.929498806991277
11.351457892018889,5.40105862932279,17.70768747095942,10.216122964886129,23.39733863083702,8.419598195736786,17.48549466460511,8.012259929981902,6.666691785286298,2.215035421796427,5.925860574112492,4.935862593731739
11.407046887912651,5.301564880712615,17.504214524740046,10.367022409403228,23.30504975265943,8.445869480188794,17.40543705510404,8.038152256768212,6.593147584018214,2.330964001511378,5.913684411213583,4.945931998914392
11.462636835737836,5.2139686216452255,17.262935668210492,10.518326988579396,23.21164988238278,8.484050195977238,17.312407462110368,8.072115268733953,6.510669599775081,2.446711923521213,5.913607318500649,4.956996280598982
11.53601982465806,5.151463857373351,17.059457765632168,10.606764518510449,23.100461955667743,8.55960130992511,17.231979848652657,8.10594322860297,6.416611952577925,2.506765045468809,5.885990816770369,4.936455938272368
11.610516719112674,5.11348575135653,16.781480043455325,10.696744007173267,22.98927302210248,8.622511310917357,17.127089928223494,8.14424702314905,6.294290576234678,2.575788626013825,5.881660254988818,4.917246485745774
11.702803615277828,5.062675885802902,16.54020017742271,10.835407457321748,22.93368006380776,8.672927975592339,17.058894618836103,8.190337106238998,6.202416911835071,2.6954482161099254,5.8945736038863785,4.930812910610459
11.777301525627417,5.037338863103578,16.300032305031785,10.974802574441748,22.841392131009965,8.711096769230851,16.97290865388972,8.241079402258725,6.103956657240956,2.815316139083282,5.887275655724701,4.93551615068298
11.832898447796731,5.036743008391328,16.039843590300364,11.039309189304587,22.74910419807041,8.749265561713239,16.873948745389168,8.275105919803051,5.991592647106761,2.8873086299993456,5.894258134760177,4.924386470622094
11.925191309969476,5.060292467844423,15.79966488317347,11.041883027374716,22.63791331064465,8.787636930527691,16.787589834595867,8.29660414191561,5.840944501021933,2.9176277810218587,5.87089413751429,4.876488806519361
11.999694168965892,5.096673687429308,15.55837718076608,11.08164846976741,22.488915509330987,8.813772344158927,16.682328953020985,8.330698167118548,5.690868374516489,2.9716990348954937,5.826646385052322,4.8297379314881015
12.091987029557114,5.1202231489427374,15.299294518580336,11.07178378381908,22.32212669539006,8.840098417893692,16.571136081175837,8.34403511688517,5.518671926402743,3.0096833305690307,5.772345436942212,4.766900231304662
12.20318189085752,5.131672527232044,14.983502052469062,11.050629310419774,22.17424089149812,8.866965507058637,16.453641611608234,8.34975578157015,5.331272612573435,3.075065550876361,5.743932626799913,4.716756930083236
12.314378719789044,5.1676604867126334,14.743321403134264,11.028664558769451,22.044148999189776,8.930078069041059,16.36728304070436,8.375467704841048,5.168758127748948,3.110740256915535,5.703893386686729,4.661130590450404
12.314383668345492,5.229378733156146,14.465340673551598,11.08072071860932,21.877364146196552,9.006224975010099,16.219029496031215,8.438774808925189,5.054352798412993,3.1710097249593328,5.6867170409869585,4.637359854786428
12.352195537519902,5.303332886978546,14.18735899948194,11.120879375696102,21.729479289569877,9.04498957126261,16.089677942190573,8.489733944645751,4.911407784487615,3.246805143387146,5.667068735139101,4.608427221004621
12.352203525770454,5.402974394620394,13.92716639976028,11.136308787843136,21.599392360344357,9.170564066653377,15.95958742862503,8.569949083038969,4.800307000563427,3.2736733760432153,5.671696221271708,4.581892199292784
12.296615541386776,5.515109245005388,13.77929035363164,11.286612309923283,21.432616364471897,9.35825013810842,15.83617408649677,8.719990564345698,4.774907220597869,3.289121140273937,5.632720608569824,4.565582989813876
12.12983466045204,5.640333284114078,13.593611335234431,11.474500636879924,21.28474526520785,9.570272242236031,15.669397086964773,8.895035387743343,4.808491234737718,3.3109707728383744,5.655800559829087,4.59175418913506
