9_x,9_y,10_x,10_y,11_x,11_y,area
23.84211797546757,8.464652485195247,11.25806995853883,5.587957958516349,19.580148520020128,9.650258091014289,13.590051039062512
23.842120934108383,8.501832226848656,11.276976904753283,5.6375761139934975,19.431145815390327,9.614675146086125,13.30859700485349
23.823220940295588,8.539214547551936,11.24028591302998,5.675149034077507,19.264356051431054,9.62910367639837,13.385445901992068
23.8232219464686,8.551855659783389,11.221381946676589,5.662710538314339,19.079776216281125,9.655620372745704,13.806984700245891
23.786527977851375,8.552248900272769,11.22137998067926,5.638171962883714,18.894085446044294,9.694790084157882,14.30657650891051
23.730930048682797,8.540203607490442,11.240281921465934,5.625328289932179,18.67170365728677,9.771532735425904,15.063556500027143
23.67533117416034,8.516260798416175,11.258068945333818,5.575316874028321,18.430415964163963,9.811298248778556,15.75291056903444
23.600827332077877,8.467238344494655,11.276968920684476,5.5379346251510695,18.208032226730168,9.863502283748966,16.502246926028725
23.5452284574146,8.443295536376294,11.27696695434562,5.513396049716359,18.04124736024626,9.93964911400263,17.24188419127611
23.47183951337881,8.431440907594558,11.295866929073147,5.476013800760875,17.87446738750051,10.077514246277884,18.292584575710343
23.39733863083702,8.419598195736786,11.351457892018889,5.40105862932279,17.70768747095942,10.216122964886129,19.407580129344797
23.30504975265943,8.445869480188794,11.407046887912651,5.301564880712615,17.504214524740046,10.367022409403228,20.54873797168018
23.21164988238278,8.484050195977238,11.462636835737836,5.2139686216452255,17.262935668210492,10.518326988579396,21.676762659750775
23.100461955667743,8.55960130992511,11.53601982465806,5.151463857373351,17.059457765632168,10.606764518510449,22.131436544749803
22.98927302210248,8.622511310917357,11.610516719112674,5.11348575135653,16.781480043455325,10.696744007173267,22.692746298462303
22.93368006380776,8.672927975592339,11.702803615277828,5.062675885802902,16.54020017742271,10.835407457321748,23.684307001316203
22.841392131009965,8.711096769230851,11.777301525627417,5.037338863103578,16.300032305031785,10.974802574441748,24.538609255147236
22.74910419807041,8.749265561713239,11.832898447796731,5.036743008391328,16.039843590300364,11.039309189304587,24.953434369175405
22.63791331064465,8.787636930527691,11.925191309969476,5.060292467844423,15.79966488317347,11.041883027374716,24.81880958360827
22.488915509330987,8.813772344158927,11.999694168965892,5.096673687429308,15.55837718076608,11.08164846976741,24.774874682779377
