5_x,5_y,10_x,10_y,3_x,3_y,4_x,4_y
13.044438063444279,4.314735282898322,8.906750641929506,3.3408497406822897,12.422039428765943,6.05519763424079,13.346932032708573,1.6598413067567799
13.043831763820867,4.351898498928705,8.906750641929506,3.3408497406822897,12.422039428765943,6.05519763424079,13.32823772880117,1.6466059149528758
13.043419481028552,4.377169486231251,8.9258572217432,3.328814159781939,12.404250778727056,6.054633011465161,13.328031592649399,1.659241409158303
13.043019323393732,4.401697209034577,8.906750641929506,3.3408497406822897,12.385350338526495,6.054033099066307,13.327825457019273,1.6718769035633
13.042619165251521,4.4262249316980125,8.9258572217432,3.328814159781939,12.385350338526495,6.054033099066307,13.30984279745644,1.6832045238929827
13.042413023403297,4.438860425243728,8.926051235685307,3.316921939253922,12.385350338526495,6.054033099066307,13.30963666159997,1.6958400181034783
13.042206881959299,4.451495918936155,8.926051235685307,3.316921939253922,12.385556484095765,6.0413976070837885,13.327219175730452,1.7090401219642024
13.042206881959299,4.451495918936155,8.926051235685307,3.316921939253922,12.385556484095765,6.0413976070837885,13.327025165051628,1.7209323518620128
13.023512583608158,4.438260518265838,8.926051235685307,3.316921939253922,12.404456924488168,6.041997519533451,13.326819029144211,1.733567846112883
13.02391274204833,4.413732795770056,8.926051235685307,3.316921939253922,12.404650943543192,6.03010529153798,13.32661289298506,1.7462033403335413
13.005424583666692,4.387861902088619,8.926051235685307,3.316921939253922,12.404857088449253,6.017469799215483,13.3453193223944,1.7586954681703868
13.006224898359264,4.338806456814527,8.926051235685307,3.316921939253922,12.405063233966235,6.00483430720244,13.326212747146046,1.7707310645951404
12.970142108792743,4.3004787166869125,8.926257375538347,3.304286454899673,12.405257252380823,5.9929420790667685,13.308424095965265,1.7701664545958675
12.970954549205587,4.250680007490667,8.945157813925206,3.3048863580249375,12.3863568134059,5.992342167467951,13.308217960931213,1.7828019489345435
12.952660408033564,4.212916885892125,8.945157813925206,3.3048863580249375,12.38656295849931,5.979706675316725,13.308023949726792,1.7946941786049948
12.9356841978584,4.1625535593027205,8.945157813925206,3.3048863580249375,12.38656295849931,5.979706675316725,13.307817814678073,1.8073296729492756
12.916783757617702,4.161953653408686,8.945157813925206,3.3048863580249375,12.36766251855912,5.97910676345321,13.307817814678073,1.8073296729492756
12.87988852654751,4.173424623366914,8.945157813925206,3.3048863580249375,12.367868663882431,5.966471271467786,13.307611678555723,1.819965167151603
12.841481348752955,4.20938802671299,8.945157813925206,3.3048863580249375,12.350274034350411,5.954014420737065,13.307417668492262,1.8318573971174923
12.803979820049907,4.258022211057376,8.945157813925206,3.3048863580249375,12.350274034350411,5.954014420737065,13.307417668492262,1.8318573971174923
12.747990132532863,4.280785502384075,8.945157813925206,3.3048863580249375,12.331179573117659,5.96530673612069,13.307417668492262,1.8318573971174923
12.71090088602695,4.304148699909332,8.945363953864236,3.292250873669811,12.349873869405958,5.978542140216611,13.307211531892657,1.8444928912597678
