6_x,6_y,9_x,9_y,12_x,12_y,8_x,8_y
13.31469295718695,6.837821018345534,16.84325000619203,5.055153171933444,17.484513202178487,9.946379755122438,17.364445003394785,8.484411198212932
13.31469295718695,6.837821018345534,16.76844911501843,5.005820400462634,17.392824178174028,10.045887732554341,17.328054064801982,8.534474884732214
13.31469295718695,6.837821018345534,16.712704279988515,4.981646429179572,17.300027746452074,10.146146633852908,17.272607083957737,8.559379756716323
13.295718143796012,6.826047368902151,16.675708600349626,4.932065141988955,17.20826200655409,10.233013074840542,17.217164617912065,8.585028247867312
13.295718143796012,6.826047368902151,16.638640709483663,4.870585946461006,17.11672640192364,10.357804101777338,17.16156871739184,8.585393679557374
13.295718143796012,6.826047368902151,16.6003841735783,4.796472532800258,17.04298148339139,10.482478192607958,17.10597281660553,8.585759110576651
13.295718143796012,6.826047368902151,16.58206543813867,4.709586023080809,16.951292449963244,10.581986153551147,17.0683932412878,8.623188573007148
13.295718143796012,6.826047368902151,16.54388562616914,4.648114139268657,16.858265871513808,10.644320451613728,17.012946262123258,8.648093443659905
13.295641423431842,6.8134058478972594,16.543659963029302,4.610933173648848,16.76642792535855,10.719288968592423,16.95772491812418,8.710179281571518
13.295641423431842,6.8134058478972594,16.562485844445227,4.598167385739314,16.69223175336667,10.769601114183319,16.902580290029533,8.784906647498195
13.295641423431842,6.8134058478972594,16.599179137682174,4.597926175412231,16.600317093307687,10.831928099123688,16.82972168861891,8.872392478104414
13.295641423431842,6.8134058478972594,16.67382658122105,4.621975882857927,16.526197630604663,10.894881769615731,16.77457705861651,8.947119840778937
13.295641423431842,6.8134058478972594,16.729724869527576,4.671432908079263,16.43428296776985,10.957208749703463,16.70038090278156,8.99743200973772
13.295641423431842,6.8134058478972594,16.82238866150052,4.732546634322242,16.360158993881857,11.019418797965402,16.626108029688798,9.035102648490943
13.295641423431842,6.8134058478972594,16.916241098178105,4.80629458231938,16.287377069207377,11.119546119497652,16.57066104879078,9.060007512936417
13.295564702219377,6.800764326472705,16.989930072092214,4.8556346616897095,16.21332980264389,11.194397691395464,16.51506514727005,9.060372939740304
13.295641423431842,6.8134058478972594,17.08348011961724,4.879560115204159,16.158031721741065,11.243841969046304,16.441678560480952,9.06085530359392
13.25879920082912,6.789107621209411,17.156943433074552,4.891719227829444,16.083912255254983,11.306795629139634,16.386231577891305,9.085760166797273
13.239819873761743,6.776590352927386,17.231518664068382,4.9038710312621205,16.010751286666242,11.344458926041407,16.31188650235594,9.111532893938923
13.220917267727806,6.776714605502696,17.287114563484412,4.90350556391489,15.936550596731124,11.394027438054243,16.237613630407424,9.149203529173963
13.184223974194909,6.776955802405588,17.342710463469512,4.903140096729387,15.900236340323655,11.456732619769886,16.182315564993594,9.198647826413312
