7_x,7_y,10_x,10_y,5_x,5_y,4_x,4_y
11.234329369150771,3.009808829615166,12.367008295852688,6.423145425267009,9.702538955501492,7.121841633364737,12.423679587029842,12.830047813352712
11.234401584398624,3.021706727522578,12.367080504182477,6.435043325452516,9.646794127715424,7.097667671924949,12.40596560640247,12.842806257210553
11.234478313699068,3.0343482441440455,12.367080504182477,6.435043325452516,9.572218900924634,7.08551585719464,12.40619121566231,12.879987195889512
11.234401584398624,3.021706727522578,12.3671572254263,6.447684844424195,9.516397352697433,7.048700383733614,12.387437511124409,12.904650848317448
11.234401584398624,3.021706727522578,12.3671572254263,6.447684844424195,9.479406204365912,6.999862765120126,12.350969826110845,12.942072943640017
11.234401584398624,3.021706727522578,12.384947912616122,6.447567899445132,9.441673199007294,7.012009163815981,12.313241319763202,12.954962927551115
11.234401584398624,3.021706727522578,12.385024634086212,6.460209418588422,9.405056625121079,7.024891871745501,12.276773633884606,12.992385021881264
11.234401584398624,3.021706727522578,12.385024634086212,6.460209418588422,9.386379666708008,7.062197042917078,12.258019929037252,13.017048673579875
11.25219227197199,3.0215897720511387,12.385024634086212,6.460209418588422,9.38668203271945,7.112019473679816,12.221403342273108,13.029931348300245
11.25219227197199,3.0215897720511387,12.38509684251521,6.472107319035099,9.405584637956633,7.111895221587438,12.184786752993444,13.042814023620089
11.25219227197199,3.0215897720511387,12.385024634086212,6.460209418588422,9.368665697887204,7.074955498150555,12.18493565428022,13.067353442231322
11.252269000693742,3.0342312885558056,12.38509684251521,6.472107319035099,9.349311798196045,7.0007179127033305,12.166181948959334,13.092017092241088
11.271171606117173,3.0341070232237755,12.404076170761957,6.484624584478678,9.293639176094388,6.988441847439787,12.166258655749651,13.104658611017438
11.271171606117173,3.0341070232237755,12.404076170761957,6.484624584478678,9.257248248813681,7.0385054731035845,12.18523796871334,13.11717589802463
11.2900742134601,3.033982758213458,12.404076170761957,6.484624584478678,9.238720216639903,7.1003500489119125,12.1853101630118,13.129073797861558
