6_x,6_y,9_x,9_y,12_x,12_y,8_x,8_y,area
13.31469295718695,6.837821018345534,16.84325000619203,5.055153171933444,17.48451320217849,9.946379755122438,17.364445003394785,8.484411198212932,9.37617859125705
13.31469295718695,6.837821018345534,16.76844911501843,5.005820400462634,17.392824178174028,10.04588773255434,17.328054064801982,8.534474884732214,9.584130922699774
13.31469295718695,6.837821018345534,16.712704279988515,4.981646429179572,17.300027746452077,10.146146633852908,17.272607083957734,8.559379756716323,9.714768235923321
13.295718143796014,6.826047368902152,16.675708600349626,4.9320651419889545,17.20826200655409,10.233013074840542,17.217164617912065,8.585028247867312,9.925316161106107
13.295718143796014,6.826047368902152,16.638640709483663,4.870585946461006,17.11672640192364,10.357804101777338,17.16156871739184,8.585393679557374,10.185823577001887
13.295718143796014,6.826047368902152,16.6003841735783,4.796472532800258,17.04298148339139,10.482478192607958,17.10597281660553,8.585759110576651,10.443142975995997
13.295718143796014,6.826047368902152,16.58206543813867,4.709586023080809,16.951292449963248,10.581986153551147,17.0683932412878,8.623188573007148,10.74555232905723
13.295718143796014,6.826047368902152,16.54388562616914,4.648114139268657,16.858265871513808,10.644320451613728,17.01294626212326,8.648093443659905,10.858225707764397
13.29564142343184,6.8134058478972594,16.543659963029302,4.610933173648848,16.76642792535855,10.719288968592425,16.95772491812418,8.710179281571518,10.973384291775655
13.29564142343184,6.8134058478972594,16.562485844445227,4.598167385739314,16.692231753366674,10.76960111418332,16.902580290029533,8.784906647498195,11.002095007286508
13.29564142343184,6.8134058478972594,16.59917913768217,4.597926175412231,16.600317093307687,10.831928099123688,16.82972168861891,8.872392478104414,11.014560068154097
13.29564142343184,6.8134058478972594,16.67382658122105,4.621975882857927,16.526197630604663,10.894881769615733,16.774577058616508,8.947119840778937,11.069016891643008
13.29564142343184,6.8134058478972594,16.729724869527573,4.671432908079263,16.43428296776985,10.957208749703463,16.70038090278156,8.99743200973772,11.023341004531703
13.29564142343184,6.8134058478972594,16.82238866150052,4.732546634322242,16.360158993881857,11.019418797965402,16.626108029688798,9.035102648490945,10.982575986253911
13.29564142343184,6.8134058478972594,16.916241098178105,4.80629458231938,16.287377069207377,11.119546119497652,16.57066104879078,9.060007512936416,11.0444148293276
