7_x,7_y,10_x,10_y,5_x,5_y,4_x,4_y,width_orange,length_orange,min_x_orange,max_x_orange,min_y_orange,max_y_orange
11.234329369150773,3.009808829615166,12.367008295852688,6.423145425267009,9.702538955501492,7.121841633364737,12.423679587029842,12.830047813352712,2.7211406315283497,9.820238983737546,9.702538955501492,12.423679587029842,3.009808829615166,12.830047813352712
11.234401584398622,3.021706727522578,12.367080504182477,6.435043325452516,9.646794127715424,7.097667671924949,12.40596560640247,12.842806257210553,2.759171478687046,9.821099529687974,9.646794127715424,12.40596560640247,3.021706727522578,12.842806257210553
11.23447831369907,3.034348244144045,12.367080504182477,6.435043325452516,9.572218900924634,7.08551585719464,12.40619121566231,12.879987195889512,2.833972314737677,9.845638951745467,9.572218900924634,12.40619121566231,3.034348244144045,12.879987195889512
11.234401584398622,3.021706727522578,12.3671572254263,6.447684844424195,9.516397352697432,7.048700383733614,12.387437511124409,12.904650848317448,2.871040158426977,9.882944120794871,9.516397352697432,12.387437511124409,3.021706727522578,12.904650848317448
11.234401584398622,3.021706727522578,12.3671572254263,6.447684844424195,9.479406204365914,6.999862765120126,12.350969826110845,12.942072943640015,2.887751021060387,9.920366216117436,9.479406204365914,12.3671572254263,3.021706727522578,12.942072943640015
11.234401584398622,3.021706727522578,12.384947912616122,6.447567899445132,9.441673199007296,7.012009163815981,12.313241319763202,12.954962927551115,2.943274713608826,9.933256200028538,9.441673199007296,12.384947912616122,3.021706727522578,12.954962927551115
11.234401584398622,3.021706727522578,12.385024634086212,6.460209418588422,9.40505662512108,7.024891871745501,12.276773633884604,12.992385021881264,2.979968008965132,9.970678294358684,9.40505662512108,12.385024634086212,3.021706727522578,12.992385021881264
11.234401584398622,3.021706727522578,12.385024634086212,6.460209418588422,9.38637966670801,7.062197042917078,12.25801992903725,13.017048673579875,2.998644967378203,9.995341946057298,9.38637966670801,12.385024634086212,3.021706727522578,13.017048673579875
11.252192271971992,3.0215897720511387,12.385024634086212,6.460209418588422,9.386682032719452,7.112019473679816,12.221403342273108,13.029931348300243,2.99834260136676,10.008341576249105,9.386682032719452,12.385024634086212,3.0215897720511387,13.029931348300243
11.252192271971992,3.0215897720511387,12.38509684251521,6.472107319035099,9.405584637956633,7.111895221587438,12.184786752993444,13.042814023620087,2.979512204558578,10.021224251568949,9.405584637956633,12.38509684251521,3.0215897720511387,13.042814023620087
11.252192271971992,3.0215897720511387,12.385024634086212,6.460209418588422,9.368665697887204,7.074955498150555,12.18493565428022,13.067353442231322,3.0163589361990084,10.045763670180184,9.368665697887204,12.385024634086212,3.0215897720511387,13.067353442231322
11.252269000693742,3.0342312885558056,12.38509684251521,6.472107319035099,9.349311798196046,7.0007179127033305,12.166181948959336,13.092017092241088,3.035785044319164,10.057785803685283,9.349311798196046,12.38509684251521,3.0342312885558056,13.092017092241088
11.271171606117171,3.0341070232237755,12.40407617076196,6.484624584478678,9.293639176094388,6.988441847439787,12.166258655749653,13.104658611017438,3.1104369946675714,10.070551587793663,9.293639176094388,12.40407617076196,3.0341070232237755,13.104658611017438
11.271171606117171,3.0341070232237755,12.40407617076196,6.484624584478678,9.25724824881368,7.0385054731035845,12.18523796871334,13.11717589802463,3.1468279219482795,10.083068874800855,9.25724824881368,12.40407617076196,3.0341070232237755,13.11717589802463
11.2900742134601,3.033982758213458,12.40407617076196,6.484624584478678,9.238720216639903,7.1003500489119125,12.1853101630118,13.129073797861558,3.165355954122056,10.0950910396481,9.238720216639903,12.40407617076196,3.033982758213458,13.129073797861558
11.2900742134601,3.033982758213458,12.423055497700862,6.49714184989827,9.219966537621843,7.125013706740199,12.1853101630118,13.129073797861558,3.203088960079018,10.0950910396481,9.219966537621843,12.423055497700862,3.033982758213458,13.129073797861558
11.307864901619077,3.033865802646934,12.423055497700862,6.49714184989827,9.202252568535998,7.137772161313515,12.203177558016195,13.141598392267058,3.220802929164863,10.107732589620124,9.202252568535998,12.423055497700862,3.033865802646934,13.141598392267058
