6_x,6_y,5_x,5_y,13_x,13_y,ts_13_5,ts_13_6,ts_5_6,ts_mean
16.800332891154117,10.064486600667776,11.296346466023111,11.499118759609628,18.023179920080956,6.469486202843513,8.399255441687282,3.7972862305219763,5.687885019890658,5.961475564033305
16.744748767385317,10.226442285413317,11.33304337594421,11.53590519788445,17.929775128112205,6.445948610171184,8.332138253465738,3.96187075813477,5.5678764679983805,5.9539618265329635
16.651356726741003,10.363520920129291,11.388645179445652,11.597027643314732,17.818579320496898,6.422601687201,8.25340760132201,4.1101402632803605,5.405337331395656,5.922961731999343
16.63357944444174,10.536968956250572,11.444245042756071,11.633611514088985,17.6895894641651,6.3615221387944825,8.173081017775246,4.306914590186381,5.303943479353897,5.927979695771842
16.55909335284897,10.711768299568316,11.4631509362181,11.6705886064818,17.522792747066173,6.288950261059561,8.104399432203298,4.526592087229977,5.185360690884226,5.938784070105833
16.540209009281835,10.94694654053482,11.444251920451793,11.720611921497024,17.355997041353877,6.229019485484094,8.068848607935585,4.787937531970481,5.154351246558247,6.003712462154771
16.44793383321818,11.146475129052252,11.407560890130974,11.75818480350609,17.20699330295998,6.180795547587718,8.04615978110088,5.023359929805796,5.077356411679803,6.048958707528826
16.37345060636329,11.357710558877102,11.35196790511012,11.80860133928124,17.022410567520684,6.170876243346522,7.9961155722649435,5.227274552570487,5.041685334770335,6.088358486535255
16.281172476470505,11.520059441964872,11.25856701227308,11.834140840192672,16.855617776226648,6.147381579423514,7.9791107364302825,5.403300363394015,5.032416196391011,6.138275765405102
16.188893341941693,11.669767224205886,11.166277118793792,11.84777093337787,16.688824032299227,6.111989414433372,7.962268147012737,5.580217278741135,5.02576949784881,6.18941830786756
16.133310114443642,11.84362037936308,11.110683133514929,11.885546380963724,16.484228366976637,6.126823215299159,7.876412944660835,5.727557370730571,5.022801964955745,6.20892409344905
16.022132951234177,12.05599260073022,11.091782119453605,11.910287525356631,16.317437599423307,6.128610746175667,7.793283106256165,5.934733396281982,4.93250334956085,6.220173284032999
15.947648693827745,12.25458690889077,11.110687011774452,11.93462353160698,16.169547819346963,6.105657093637351,7.718090593234155,6.15293239803743,4.847532864917438,6.239518618729675
15.928760412730083,12.440687928439438,11.129591963418925,11.959703131866378,16.002758003635066,6.119342126234316,7.606415971508751,6.32177889478239,4.82321098226048,6.250468616183873
15.83648618246383,12.652857566931903,11.091784057566487,11.934826099563177,15.89156118142241,6.083354123625773,7.568195605550336,6.569734298061177,4.798725606047614,6.31221850321971
