10_x,10_y,4_x,4_y,5_x,5_y,7_x,7_y,mean_x,mean_y,si_10,si_4,si_5,si_7,si_mean
12.367008295852688,6.423145425267009,12.423679587029842,12.830047813352712,9.702538955501492,7.121841633364737,11.234329369150773,3.009808829615166,11.431889051883697,7.346210925399907,1.3139626775432909,5.5728014031793185,1.7438444125166404,4.340900017803662,3.242877127760728
12.367080504182477,6.435043325452516,12.40596560640247,12.842806257210553,9.646794127715424,7.097667671924949,11.234401584398622,3.021706727522578,11.413560455674748,7.349305995527649,1.3210135172658501,5.582420004648616,1.7845966220735854,4.331306191623372,3.254834083902856
12.367080504182477,6.435043325452516,12.40619121566231,12.879987195889512,9.572218900924634,7.08551585719464,11.23447831369907,3.034348244144045,11.394992233617122,7.358723655670178,1.3409477835477976,5.613098472487772,1.8431345918089463,4.327353396511461,3.281133561088994
12.3671572254263,6.447684844424195,12.387437511124409,12.904650848317448,9.516397352697432,7.048700383733614,11.234401584398622,3.021706727522578,11.376348418411691,7.355685700999459,1.343937367439095,5.6403293662296345,1.885114837846337,4.3363028775935435,3.3014211122771524
12.3671572254263,6.447684844424195,12.350969826110845,12.942072943640015,9.479406204365914,6.999862765120126,11.234401584398622,3.021706727522578,11.35798371007542,7.352831820176728,1.355626140128469,5.676762965181148,1.911449868237538,4.332887848768443,3.3191817055788997
12.384947912616122,6.447567899445132,12.313241319763202,12.954962927551115,9.441673199007296,7.012009163815981,11.234401584398622,3.021706727522578,11.34356600394631,7.359061679583702,1.3839426255940228,5.679294057812806,1.9332981379444554,4.338728483169272,3.333815826130139
12.385024634086212,6.460209418588422,12.276773633884604,12.992385021881264,9.40505662512108,7.024891871745501,11.234401584398622,3.021706727522578,11.325314119372631,7.37479825993444,1.3998068165676205,5.697592143682764,1.9518768723269087,4.354040764459062,3.3508291492590887
12.385024634086212,6.460209418588422,12.25801992903725,13.017048673579875,9.38637966670801,7.062197042917078,11.234401584398622,3.021706727522578,11.315956453557522,7.390290465651988,1.4170241807131538,5.705075943606429,1.9572715372145986,4.369344925012474,3.362179146636664
12.385024634086212,6.460209418588422,12.221403342273108,13.029931348300243,9.386682032719452,7.112019473679816,11.252192271971992,3.0215897720511387,11.311325570262692,7.405937503154905,1.430814904029621,5.6971526503456165,1.946956741855729,4.384746489160061,3.3649176963477565
12.38509684251521,6.472107319035099,12.184786752993444,13.042814023620087,9.405584637956633,7.111895221587438,11.252192271971992,3.0215897720511387,11.306915126359321,7.412101584073441,1.4304072956182203,5.698735049966316,1.9248847981649926,4.3908528285857695,3.3612199930838247
12.385024634086212,6.460209418588422,12.18493565428022,13.067353442231322,9.368665697887204,7.074955498150555,11.252192271971992,3.0215897720511387,11.297704564556406,7.406027032755359,1.441123135915436,5.730427184879196,1.9572427826271275,4.384673472657664,3.378366644019856
12.38509684251521,6.472107319035099,12.166181948959336,13.092017092241088,9.349311798196046,7.0007179127033305,11.252269000693742,3.0342312885558056,11.288214897591084,7.39976840313383,1.436560158173603,5.75955912218388,1.9795419982300213,4.365685101591958,3.3853365950448655
12.40407617076196,6.484624584478678,12.166258655749653,13.104658611017438,9.293639176094388,6.988441847439787,11.271171606117171,3.0341070232237755,11.283786402180793,7.40295801653992,1.448580497600676,5.769588108988733,2.0328575050762567,4.368869205512931,3.4049738292946494
12.40407617076196,6.484624584478678,12.18523796871334,13.11717589802463,9.25724824881368,7.0385054731035845,11.271171606117171,3.0341070232237755,11.279433498601538,7.418603244707667,1.4618950980857925,5.770113692398656,2.057597506908961,4.384504005594469,3.4185275757469693
12.40407617076196,6.484624584478678,12.1853101630118,13.129073797861558,9.238720216639903,7.1003500489119125,11.2900742134601,3.033982758213458,11.279545190968442,7.437007797366402,1.4736362199354736,5.763681595870268,2.068406395135522,4.403037628242849,3.4271904597960283
12.423055497700862,6.49714184989827,12.1853101630118,13.129073797861558,9.219966537621843,7.125013706740199,11.2900742134601,3.033982758213458,11.279601602948652,7.446303028178371,1.4860665367937151,5.754493167650589,2.08454393822581,4.412332698280374,3.434359085237622
12.423055497700862,6.49714184989827,12.203177558016195,13.141598392267058,9.202252568535998,7.137772161313515,11.307864901619077,3.033865802646934,11.284087631468033,7.452594551531443,1.4866531758850454,5.762767650442527,2.105504777158142,4.41879272141094,3.4434295812241635
12.44091839409297,6.508922805387627,12.203177558016195,13.141598392267058,9.16429842980771,7.113481259120041,11.307864901619077,3.033865802646934,11.279064820883988,7.449467064855415,1.4948335123338274,5.766657905531679,2.1412901135720577,4.415695183260216,3.454619178674445
12.441144044529429,6.546103744236423,12.203177558016195,13.141598392267058,9.108549089064756,7.088563681303618,11.307864901619077,3.033865802646934,11.265183898307365,7.452532905113508,1.484754555201281,5.765873587131062,2.1871322082392917,4.418873230865992,3.464158395359407
12.441446415489628,6.595926202142796,12.22208016507631,13.14147415997228,9.052880981308633,7.077031234788319,11.307864901619077,3.033865802646934,11.256068115873411,7.4620743498875814,1.4681056934167767,5.760968797172511,2.236580369760296,4.428511470558556,3.473541582727035
12.460349022156963,6.595801949103297,12.22208016507631,13.14147415997228,8.997208360142354,7.064755170326189,11.307788172798755,3.0212242859931857,11.246856430043596,7.455813891348738,1.4873415249762894,5.768690841393347,2.2833841905597443,4.435008189981468,3.493606186727712
12.497493616615,6.669922629667935,12.240982770893403,13.141349928636002,8.9605917861822,7.077637877010237,11.307788172798755,3.0212242859931857,11.25171408662234,7.4775336803268395,1.4846555986137366,5.749562333281576,2.3257596713943487,4.456662172654204,3.5041599439859663
